Estado,Municipio,Parroquia,Centro,Número de Electores Esperados.,Número de Electores escrutados.,Número de Votos Escrutados.,Número Total de Votantes que votaron realmente.,Número total de Votos Válidos.,Número total de Votos Nulos.,Número de Actas Esperadas.,Número de Actas Procesadas.,ORLANDO CHIRINO,MARIA BOLIVAR,LUIS REYES,REINA SEQUERA,HENRIQUE CAPRILES RADONSKI,HUGO CHAVEZ
EDO. TACHIRA,MP. INDEPENDENCIA,CM. CAPACHO NUEVO,UNIDAD EDUCATIVA MONSEÑOR EDMUNDO VIVAS,N/A,1126,1032,1032,1014,18,N/A,2,0,0,0,8,433,573
EDO. TACHIRA,MP. INDEPENDENCIA,CM. CAPACHO NUEVO,ESCUELA BOLIVARIANA CERRO DE LA LAGUNA,N/A,511,400,400,389,11,N/A,1,0,0,0,2,112,275
EDO. TACHIRA,MP. INDEPENDENCIA,CM. CAPACHO NUEVO,LICEO RURAL BOLIVARIANO NO CONSOLIDADO PIE DE CUESTA,N/A,1392,1122,1122,1100,22,N/A,3,0,0,1,7,690,402
EDO. TACHIRA,MP. INDEPENDENCIA,CM. CAPACHO NUEVO,UNIDAD EDUCATIVA BOLIVARIANA PIE DE CUESTA,N/A,909,748,748,734,14,N/A,2,0,0,0,3,476,255
EDO. TACHIRA,MP. INDEPENDENCIA,PQ. JUAN GERMAN ROSCIO,CASA COMUNAL DEL VALLE,N/A,868,765,765,747,18,N/A,2,0,0,0,3,327,417
EDO. TACHIRA,MP. INDEPENDENCIA,PQ. JUAN GERMAN ROSCIO,ESCUELA BOLIVARIANA TRES ESQUINAS,N/A,1524,1336,1336,1310,26,N/A,3,1,0,0,14,563,732
EDO. TACHIRA,MP. INDEPENDENCIA,PQ. JUAN GERMAN ROSCIO,ESCUELA DE LABORES EL VALLE,N/A,456,410,410,396,14,N/A,1,0,0,0,1,234,161
EDO. TACHIRA,MP. INDEPENDENCIA,PQ. JUAN GERMAN ROSCIO,UNIDAD EDUCATIVA COLEGIO PARROQUIAL BETANIA,N/A,438,377,377,371,6,N/A,1,0,1,0,1,196,173
EDO. TACHIRA,MP. INDEPENDENCIA,PQ. JUAN GERMAN ROSCIO,UNIDAD EDUCATIVA ESTADAL JUAN GERMAN ROSCIO,N/A,2904,2410,2410,2348,62,N/A,5,2,0,0,13,1288,1045
EDO. TACHIRA,MP. SAN JUDAS TADEO,CM. UMUQUENA,UNIDAD EDUCATIVA DOCTOR RAMON FERNANDEZ VELARDI,N/A,2020,1654,1654,1626,28,N/A,4,0,1,1,10,775,839
EDO. TACHIRA,MP. SAN JUDAS TADEO,CM. UMUQUENA,UNIDAD EDUCATIVA NACIONAL DON MAXIMILIANO PEREZ,N/A,1000,748,748,729,19,N/A,2,0,0,0,3,188,538
EDO. TACHIRA,MP. SAN JUDAS TADEO,CM. UMUQUENA,ESCUELA ESTADAL  ALDEA MATA DE GUINEO CONCENTRADA  NUMERO 77,N/A,259,198,198,191,7,N/A,1,0,0,0,0,68,123
EDO. TACHIRA,MP. SAN JUDAS TADEO,CM. UMUQUENA,ESCUELA NACIONAL SIN NUMERO LA VEGA NUCLEO ESCOLAR RURAL 357,N/A,399,322,322,317,5,N/A,1,0,0,0,1,132,184
EDO. TACHIRA,MP. SAN JUDAS TADEO,CM. UMUQUENA,NUCLEO ESCOLAR RURAL NUMERO 357 ESTADAL UNITARIA 35,N/A,277,213,213,206,7,N/A,1,0,0,0,1,78,127
EDO. TACHIRA,MP. SAN JUDAS TADEO,CM. UMUQUENA,ESCUELA BOLIVARIANA DON PAULINO PEREZ,N/A,818,693,693,676,17,N/A,2,0,0,1,5,224,446
EDO. TACHIRA,MP. SAN JUDAS TADEO,CM. UMUQUENA,UNIDAD EDUCATIVA NACIONAL DON POMPILIO DUQUE,N/A,469,373,373,363,10,N/A,1,0,0,0,3,88,272
EDO. TACHIRA,MP. SAN JUDAS TADEO,CM. UMUQUENA,UNIDAD EDUCATIVA NACIONAL UMUQUENA,N/A,1381,1154,1154,1115,39,N/A,3,0,0,0,1,449,665
EDO. TACHIRA,MP. SAN JUDAS TADEO,CM. UMUQUENA,ESCUELA EL PARAISO NER 357,N/A,198,168,168,161,7,N/A,1,0,0,0,0,23,138
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,ESCUELA BASICA RURAL LA PROVIDENCIA,N/A,3109,2456,2456,2392,64,N/A,6,0,0,0,9,1473,910
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,ESCUELA MUNICIPAL LUISA CACERES DE ARISMENDI,N/A,2663,2331,2331,2310,21,N/A,5,0,1,0,4,1857,448
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,UNIDAD EDUCATIVA COLEGIO LA VILLA DE LOS NIÑOS,N/A,3250,2826,2826,2788,38,N/A,6,0,3,0,9,2142,634
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,INSTITUTO UNIVERSITARIO JUAN PABLO PEREZ ALFONZO,N/A,1967,1581,1581,1564,17,N/A,4,0,2,0,10,1145,407
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,UNIDAD EDUCATIVA ESTADAL ALICIA CHACÓN DE SANCHEZ,N/A,1198,1071,1071,1057,14,N/A,2,0,1,0,3,554,499
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,ESCUELA ESTADAL PERPETUO SOCORRO,N/A,2799,2235,2235,2201,34,N/A,5,0,1,0,5,1331,864
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,ESCUELA BOLIVARIANA LOS ANDES,N/A,4200,3502,3502,3431,71,N/A,8,1,0,1,8,1970,1451
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,ESCUELA BOLIVARIANA BUSTAMANTE,N/A,4875,4021,4021,3950,71,N/A,9,1,3,1,15,2593,1337
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,ESCUELA BASICA ESTADAL MARISCAL SUCRE,N/A,1866,1621,1621,1599,22,N/A,4,0,0,2,9,1126,462
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,LICEO NACIONAL RAMON JOSE VELAZQUEZ,N/A,3601,3070,3070,3041,29,N/A,7,1,0,0,7,2483,550
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,CENTRO DE EDUCACION INICIAL SIMONCITO VIRGILIO PINZON,N/A,2246,2029,2029,1997,32,N/A,4,0,0,0,8,1569,420
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,UNIDAD EDUCATIVA LAGUNILLAS DE ZORCA,N/A,1266,1096,1096,1069,27,N/A,3,0,0,0,5,458,606
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,ESCUELA BOLIVARIANA EL MIRADOR,N/A,1136,988,988,964,24,N/A,2,0,0,0,5,447,512
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,UNIDAD EDUCATIVA BOLIVARIANA DE TALENTO DEPORTIVO TACHIRENSE,N/A,2329,1955,1955,1913,42,N/A,5,0,3,0,3,1272,635
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,CICLO DIVERSIFICADO ELEAZAR LOPEZ CONTRERAS,N/A,1967,1612,1612,1590,22,N/A,4,0,0,0,3,1309,278
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,UNIDAD EDUCATIVA COLEGIO DOCTOR. JOSE MARIA VARGAS,N/A,2292,1881,1881,1854,27,N/A,4,0,1,2,5,1331,515
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,UNIDAD EDUCATIVA ESTADAL BOLIVARIANA  ANA DOLORES FERNADEZ,N/A,4305,3775,3775,3730,45,N/A,8,0,3,0,9,2760,958
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,CENTRO MOVIL POSADA BOLIVARIANA,N/A,797,729,729,721,8,N/A,2,0,0,0,4,324,393
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,LICEO BOLIVARIANO FRANCISCO ALVARADO,N/A,2478,2090,2090,2067,23,N/A,5,0,0,0,5,1746,316
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,UNIDAD EDUCATIVA COLEGIO PRIVADO SANTISIMO SALVADOR,N/A,3182,2767,2767,2737,30,N/A,6,0,1,1,2,2208,525
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,ESCUELA NACIONAL BOLIVARIANA MACHIRI,N/A,1848,1613,1613,1576,37,N/A,4,1,0,1,8,961,605
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,UNIDAD EDUCATIVA ESTADAL BOLIVARIANA FRANCISCO DE MIRANDA,N/A,1709,1509,1509,1495,14,N/A,3,0,1,2,6,1029,457
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,UNIDAD EDUCATIVA ESTADAL BOLIVARIANA REPUBLICA DEL ECUADOR,N/A,1799,1461,1461,1436,25,N/A,4,0,2,0,6,922,506
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,ESCUELA BOLIVARIANA SIMON BOLIVAR,N/A,3496,2972,2972,2942,30,N/A,6,0,0,0,6,2134,802
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,UNIDAD EDUCATIVA COLEGIO METROPOLITANO,N/A,563,497,497,490,7,N/A,1,0,0,0,1,338,151
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,ESCUELA BOLIVARIANA TECNICA DE COMERCIO ALBERTO ADRIANI,N/A,2306,2022,2022,1998,24,N/A,4,0,2,2,4,1658,332
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SN JUAN BAUTISTA,ESCUELA BOLIVARIANA VIRGILIO PINZON,N/A,3122,2674,2674,2610,64,N/A,6,1,2,1,9,1958,639
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SAN SEBASTIAN,UNIDAD EDUCATIVA COLEGIO PARROQUIAL MONSEÑOR SAN MIGUEL,N/A,1552,1237,1237,1219,18,N/A,3,0,0,0,9,802,408
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SAN SEBASTIAN,ESCUELA ESTADAL GRADUADA DOCTORA BLANCA LOPEZ DE SANCHEZ,N/A,3036,2504,2504,2463,41,N/A,6,0,0,0,7,1186,1270
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SAN SEBASTIAN,ESCUELA BASICA MIXTA TONONO  450 50,N/A,530,422,422,408,14,N/A,1,0,0,0,5,218,185
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SAN SEBASTIAN,UNIDAD EDUCATIVA ESTADAL SALIAS Y LANDAETA,N/A,1537,1226,1226,1208,18,N/A,3,1,0,0,10,657,540
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SAN SEBASTIAN,UNIDAD ESTADAL  224 650 65,N/A,991,855,855,828,27,N/A,2,1,1,0,2,316,508
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SAN SEBASTIAN,ESCUELA NACIONAL UNITARIA NUMERO 776,N/A,177,128,128,124,4,N/A,1,0,0,1,1,51,71
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SAN SEBASTIAN,LICEO GONZALO MENDEZ,N/A,1227,1027,1027,1009,18,N/A,3,1,1,0,4,587,416
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SAN SEBASTIAN,ESCUELA BASICA MUNICIPAL REGINA DE VELAZQUEZ,N/A,891,737,737,721,16,N/A,2,0,0,1,3,493,224
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SAN SEBASTIAN,EDIFICIO NACIONAL,N/A,2018,1585,1585,1544,41,N/A,4,1,1,2,4,910,626
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SAN SEBASTIAN,CENTRO MOVIL CASA COMUNAL CAMPO ALEGRE,N/A,148,127,127,123,4,N/A,1,0,0,0,1,37,85
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. SAN SEBASTIAN,ESCUELA ESTADAL CONCENTRADA  104  ANDRES ELOY BLANCO,N/A,936,789,789,766,23,N/A,2,0,0,1,5,408,352
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,GERIATRICO PADRE LIZARDO,N/A,1575,1383,1383,1372,11,N/A,3,0,1,0,3,1176,192
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,LICEO BOLIVARIANO JESUS MARIA PELLIN,N/A,2474,2206,2206,2184,22,N/A,5,1,1,0,11,1716,455
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,ESCUELA BOLIVARIANA JUAN ANTONIO ROMAN VALECILLOS,N/A,4093,3517,3517,3474,43,N/A,7,1,1,0,6,2666,800
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,UNIDAD EDUCATIVA ESTADAL VICTOR MORENO OROZCO,N/A,2620,2232,2232,2208,24,N/A,5,0,0,1,5,1716,486
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,UNIDAD EDUCATIVA COLEGIO DON BOSCO,N/A,392,360,360,357,3,N/A,1,0,0,0,1,279,77
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,CENTRO DE EDUCACION INICIAL SIMONCITO JUAN ANTONIO ROMAN VALECILLOS,N/A,1919,1618,1618,1599,19,N/A,4,0,1,0,7,1226,365
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,CASA DE LOS NIÑOS LOS PIRINEOS,N/A,1405,1171,1171,1160,11,N/A,3,0,0,0,0,923,237
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,ESCUELA TECNICA ROBINSONIANA DE CIENCIAS Y ARTES JUAN ANTONIO ROMAN VALECILLOS,N/A,4363,3736,3736,3712,24,N/A,8,1,2,0,5,3006,698
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,LICEO BOLIVARIANO SIMÓN BOLÍVAR,N/A,3422,2861,2861,2805,56,N/A,6,0,3,1,10,1802,989
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,ESCUELA ESTADAL INTEGRAL BOLIVARIANA CECILIO ACOSTA,N/A,1086,920,920,898,22,N/A,2,0,0,1,1,583,313
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,INSTITUTO UNIVERSITARIO DE LA FRONTERA,N/A,686,593,593,586,7,N/A,2,0,0,1,0,378,207
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,CENTRO DE EDUCACION INICIAL SIMONCITO BOLIVARIANO MARISCAL DE AYACUCHO,N/A,573,534,534,530,4,N/A,1,0,0,0,1,356,173
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,UNIDAD EDUCATIVA DOCTOR ARISTIDES GARBIRAS,N/A,3465,2942,2942,2916,26,N/A,6,1,2,2,8,2310,593
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,UNIDAD EDUCATIVA MUNICIPAL SIMÓN RODRIGUEZ,N/A,259,232,232,230,2,N/A,1,0,0,0,1,155,74
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,UNIDAD EDUCATIVA INSTITUTO MARÍA MONTESORI,N/A,396,359,359,351,8,N/A,1,0,1,0,0,263,87
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,ESCUELA BASICA TACHIRA,N/A,1857,1579,1579,1572,7,N/A,4,0,0,0,2,1369,201
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,CENTRO DE EDUCACION INICIAL ANDRES BELLO,N/A,379,343,343,340,3,N/A,1,0,1,0,3,230,106
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,UNIDAD EDUCATIVA MONSEÑOR SAN MIGUEL,N/A,3891,3341,3341,3315,26,N/A,7,0,2,0,8,2661,644
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,UNIDAD EDUCATIVA COLEGIO CRISTO REY,N/A,130,118,118,117,1,N/A,1,0,0,0,1,84,32
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,ESCUELA BOLIVARIANA CARLOS RANGEL LAMUS,N/A,3086,2429,2429,2390,39,N/A,6,0,2,1,5,1807,575
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,ESCUELA BOLIVARIANA PEDRO MARIA MORANTES,N/A,3052,2423,2423,2389,34,N/A,6,0,1,0,5,1722,661
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,GRUPO ESCOLAR PABLO EMILIO GAMBOA PEÑALOZA,N/A,3627,3032,3032,3001,31,N/A,7,0,1,0,6,2337,657
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,UNIDAD EDUCATIVA PARROQUIAL COLEGIO COROMOTO,N/A,1703,1397,1397,1384,13,N/A,3,0,1,0,5,1053,325
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,UNIVESIDAD PEDAGOGICA EXPERIMENTAL LIBERTADOR,N/A,608,556,556,548,8,N/A,2,0,0,0,0,364,184
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,UNIDAD EDUCATIVA COLEGIO CERVANTES,N/A,1361,1171,1171,1157,14,N/A,3,0,1,0,6,913,237
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. PEDRO MARIA MORANTES,ESCUELA BOLIVARIANA ANTONIO ROMAN SILVA,N/A,1754,1424,1424,1413,11,N/A,3,0,0,0,4,1111,298
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,ESCUELA ESTADAL UNITARIA  199,N/A,266,209,209,200,9,N/A,1,0,0,1,0,56,143
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,JARDIN DE INFANCIA JOSEFINA MOLINA DE DUQUE,N/A,2064,1729,1729,1698,31,N/A,4,0,1,1,5,968,723
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,ESCUELA LICEO BOLIVARIANO EMILIO CONSTANTINO GUERRERO,N/A,1718,1359,1359,1319,40,N/A,3,1,0,0,2,882,434
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,UNIDAD EDUCATIVA ESTADAL LUIS RAMIREZ CHACON,N/A,949,810,810,799,11,N/A,2,1,0,1,3,423,371
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,UNIDAD EDUCATIVA DOCTOR. DANIEL FIGUEROA,N/A,556,469,469,465,4,N/A,1,0,0,0,0,202,263
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,ESCUELA BOLIVARIANA RITA ELISA MEDINA DE USECHE,N/A,412,368,368,361,7,N/A,1,0,0,0,1,200,160
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,UNIDAD EDUCATIVA ESTADAL BOLIVARIANA RAMON BUENAHORA,N/A,4138,3529,3529,3483,46,N/A,8,1,3,2,9,2365,1103
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,GRUPO ESCOLAR CRISTOBAL MENDOZA,N/A,3559,2969,2969,2929,40,N/A,7,0,0,3,17,1383,1526
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,UNIDAD EDUCATIVA BOLIVARIANA ALIANZA,N/A,3963,3336,3336,3287,49,N/A,7,0,2,1,9,1949,1326
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,UNIDAD EDUCATIVA DOCTOR VICENTE DAVILA,N/A,3738,3089,3089,3027,62,N/A,7,0,0,2,17,2014,994
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,ESCUELA ESTADAL CONCENTRADA GENERAL EZEQUIEL ZAMORA,N/A,409,368,368,364,4,N/A,1,0,0,0,1,168,195
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,ESCUELA BASICA ELBA BEATRIZ RAMIREZ DE ORTEGA,N/A,2923,2511,2511,2492,19,N/A,5,0,0,0,10,1844,638
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,ESCUELA ESTADAL INTEGRAL BOLIVARIANA PRESBITERO VICTOR MANUEL VALECILLOS,N/A,917,800,800,788,12,N/A,2,0,0,1,4,344,439
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,ESCUELA ESTADAL CONCENTRADA NUMERO 84 NUCLEO ESCOLAR RURAL,N/A,293,243,243,240,3,N/A,1,0,0,0,3,134,103
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,ESCUELA DE LABORES DEL ESTADO DOÑA MENCA DE LEONI,N/A,547,494,494,487,7,N/A,1,0,0,0,1,285,201
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,ESCUELA BASICA CORDOBA,N/A,3669,3047,3047,2979,68,N/A,7,1,2,3,11,1716,1246
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,LICEO NACIONAL PEDRO MARIA MORANTES,N/A,3618,3004,3004,2962,42,N/A,7,1,3,1,8,2138,811
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,CENTRO DE FORMACION TECNICA SOCIALISTA DOCTOR LUIS BELTRAN PRIETO FIGUEROA,N/A,3429,2869,2869,2827,42,N/A,6,1,2,3,15,1786,1020
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,ESCUELA BASICA NACIONAL LA CONCORDIA,N/A,3117,2345,2345,2303,42,N/A,6,2,2,1,6,1447,845
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,ESCUELA BASICA JUAN BAUTISTA GARCIA ROA,N/A,4339,3525,3525,3469,56,N/A,8,1,3,1,13,1978,1473
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,INSTITUTO UNIVERSITARIO DE TECNOLOGIA AGROINDUSTRIAL,N/A,1846,1494,1494,1477,17,N/A,4,0,0,0,2,956,519
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,UNIDAD EDUCATIVA ESTADAL MANUEL FELIPE RUGELES,N/A,1875,1579,1579,1528,51,N/A,4,0,1,0,6,736,785
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,INSTITUTO NACIONAL DE COOPERACIÓN EDUCATIVA COMERCIAL,N/A,1609,1238,1238,1206,32,N/A,3,0,0,1,4,689,512
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,ESCUELA BOLIVARIANA NACIONAL JOSEFINA MEDINA DE DUQUE,N/A,3388,2754,2754,2673,81,N/A,6,1,0,1,11,1608,1052
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,UNIDAD EDUCATIVA ESTADAL BOLIVARIANA MENCA DE LEONI,N/A,555,486,486,470,16,N/A,1,0,0,0,1,227,242
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,NUCLEO ESCOLAR RURAL 129,N/A,256,196,196,186,10,N/A,1,0,0,1,0,90,95
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,UNIDAD EDUCATIVA INSTITUTO CORAZON DE JESUS,N/A,1529,1236,1236,1213,23,N/A,3,0,0,0,7,708,498
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,CENTRO DE EDUCACION INICIAL SIMONCITO JUAN BAUTISTA GARCIA ROA,N/A,2562,2132,2132,2096,36,N/A,5,1,0,0,10,1293,792
EDO. TACHIRA,CE. SAN CRISTOBAL,PQ. LA CONCORDIA,INSTITUTO UNIVERSITARIO TECNOLOGICO AGROPECUARIO,N/A,1636,1314,1314,1293,21,N/A,3,0,0,3,6,854,430
